,date,payment
0,2014-03-06,1074.7900000000006
1,2013-09-04,74.79000000000075
2,2013-03-06,74.79000000000075
3,2012-09-04,74.79000000000075
4,2012-03-06,74.79000000000075
5,2011-09-05,74.79000000000075
6,2011-03-07,74.79000000000075
7,2010-09-05,74.79000000000075
8,2010-03-07,74.79000000000075
9,2009-09-05,74.79000000000075
10,2009-03-07,74.79000000000075
